filepath,dataset,speaker_id,actor_gender,native_label,canonical_label,native_intensity,canonical_intensity,duration_sec
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M008.wav,iemocap,Ses01_M,male,frustration,frustration,,,5.6524375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M010.wav,iemocap,Ses01_M,male,frustration,frustration,,,10.3876875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M011.wav,iemocap,Ses01_M,male,frustration,frustration,,,10.7674375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M012.wav,iemocap,Ses01_M,male,frustration,frustration,,,2.31
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M013.wav,iemocap,Ses01_M,male,frustration,frustration,,,7.2018125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M014.wav,iemocap,Ses01_M,male,frustration,frustration,,,5.8199375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M015.wav,iemocap,Ses01_M,male,frustration,frustration,,,10.68
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M017.wav,iemocap,Ses01_M,male,neutral,neutral,,,3.68
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M018.wav,iemocap,Ses01_M,male,frustration,frustration,,,2.55
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M019.wav,iemocap,Ses01_M,male,frustration,frustration,,,2.7599375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M020.wav,iemocap,Ses01_M,male,anger,angry,,,12.428875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M021.wav,iemocap,Ses01_M,male,anger,angry,,,3.05
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M022.wav,iemocap,Ses01_M,male,frustration,frustration,,,6.98
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M023.wav,iemocap,Ses01_M,male,anger,angry,,,2.3499375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M024.wav,iemocap,Ses01_M,male,sadness,sad,,,3.614625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M026.wav,iemocap,Ses01_M,male,frustration,frustration,,,4.46
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M027.wav,iemocap,Ses01_M,male,frustration,frustration,,,2.0724375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M028.wav,iemocap,Ses01_M,male,frustration,frustration,,,7.17
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M030.wav,iemocap,Ses01_M,male,frustration,frustration,,,7.15
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M031.wav,iemocap,Ses01_M,male,frustration,frustration,,,12.389875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M032.wav,iemocap,Ses01_M,male,frustration,frustration,,,4.9325
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M034.wav,iemocap,Ses01_M,male,anger,angry,,,4.3
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M035.wav,iemocap,Ses01_M,male,anger,angry,,,11.1899375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M036.wav,iemocap,Ses01_M,male,frustration,frustration,,,2.699
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M037.wav,iemocap,Ses01_M,male,neutral,neutral,,,2.9499375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M038.wav,iemocap,Ses01_M,male,sadness,sad,,,2.6799375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M040.wav,iemocap,Ses01_M,male,sadness,sad,,,2.1525
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M041.wav,iemocap,Ses01_M,male,anger,angry,,,2.6499375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M042.wav,iemocap,Ses01_M,male,sadness,sad,,,4.6890625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_F000.wav,iemocap,Ses01_F,female,anger,angry,,,2.8436875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_F001.wav,iemocap,Ses01_F,female,anger,angry,,,4.54
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_F004.wav,iemocap,Ses01_F,female,anger,angry,,,3.5199375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_F005.wav,iemocap,Ses01_F,female,anger,angry,,,8.4399375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_F008.wav,iemocap,Ses01_F,female,frustration,frustration,,,10.17
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_F009.wav,iemocap,Ses01_F,female,anger,angry,,,13.615
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_F011.wav,iemocap,Ses01_F,female,anger,angry,,,10.319125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_F012.wav,iemocap,Ses01_F,female,anger,angry,,,8.99
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_F013.wav,iemocap,Ses01_F,female,anger,angry,,,4.6499375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_M000.wav,iemocap,Ses01_M,male,neutral,neutral,,,4.500625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_M001.wav,iemocap,Ses01_M,male,neutral,neutral,,,7.17
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_M002.wav,iemocap,Ses01_M,male,frustration,frustration,,,5.6399375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_M003.wav,iemocap,Ses01_M,male,frustration,frustration,,,2.5
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_M004.wav,iemocap,Ses01_M,male,frustration,frustration,,,2.5199375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_M005.wav,iemocap,Ses01_M,male,frustration,frustration,,,3.6999375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_M006.wav,iemocap,Ses01_M,male,frustration,frustration,,,1.7599375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_M007.wav,iemocap,Ses01_M,male,neutral,neutral,,,2.5199375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_M008.wav,iemocap,Ses01_M,male,frustration,frustration,,,5.91
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_M009.wav,iemocap,Ses01_M,male,frustration,frustration,,,4.25
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_M010.wav,iemocap,Ses01_M,male,frustration,frustration,,,2.0324375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_M011.wav,iemocap,Ses01_M,male,frustration,frustration,,,1.049125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_M012.wav,iemocap,Ses01_M,male,frustration,frustration,,,2.3799375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_M013.wav,iemocap,Ses01_M,male,frustration,frustration,,,3.8274375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_M014.wav,iemocap,Ses01_M,male,frustration,frustration,,,2.3499375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_M015.wav,iemocap,Ses01_M,male,anger,angry,,,4.5824375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_M016.wav,iemocap,Ses01_M,male,anger,angry,,,5.23
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_2\Ses01M_script01_2_M017.wav,iemocap,Ses01_M,male,anger,angry,,,4.05
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F000.wav,iemocap,Ses01_F,female,neutral,neutral,,,3.652125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F001.wav,iemocap,Ses01_F,female,neutral,neutral,,,5.4588125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F003.wav,iemocap,Ses01_F,female,sadness,sad,,,8.0945
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F004.wav,iemocap,Ses01_F,female,neutral,neutral,,,3.7325
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F005.wav,iemocap,Ses01_F,female,sadness,sad,,,5.4831875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F006.wav,iemocap,Ses01_F,female,sadness,sad,,,5.4499375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F008.wav,iemocap,Ses01_F,female,neutral,neutral,,,4.6399375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F012.wav,iemocap,Ses01_F,female,neutral,neutral,,,3.37
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F014.wav,iemocap,Ses01_F,female,excited,happy,,,2.0
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F015.wav,iemocap,Ses01_F,female,excited,happy,,,8.5
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F016.wav,iemocap,Ses01_F,female,happiness,happy,,,6.7049375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F018.wav,iemocap,Ses01_F,female,sadness,sad,,,2.28225
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F019.wav,iemocap,Ses01_F,female,sadness,sad,,,3.845
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F021.wav,iemocap,Ses01_F,female,sadness,sad,,,3.02975
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F022.wav,iemocap,Ses01_F,female,sadness,sad,,,3.5083125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F023.wav,iemocap,Ses01_F,female,sadness,sad,,,2.1599375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F024.wav,iemocap,Ses01_F,female,sadness,sad,,,2.8299375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F025.wav,iemocap,Ses01_F,female,sadness,sad,,,3.2113125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F026.wav,iemocap,Ses01_F,female,sadness,sad,,,3.4799375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F030.wav,iemocap,Ses01_F,female,happiness,happy,,,3.1724375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M000.wav,iemocap,Ses01_M,male,happiness,happy,,,3.2685625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M001.wav,iemocap,Ses01_M,male,happiness,happy,,,2.485
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M002.wav,iemocap,Ses01_M,male,sadness,sad,,,2.8699375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M004.wav,iemocap,Ses01_M,male,neutral,neutral,,,2.2109375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M006.wav,iemocap,Ses01_M,male,neutral,neutral,,,1.707125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M007.wav,iemocap,Ses01_M,male,neutral,neutral,,,2.658
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M009.wav,iemocap,Ses01_M,male,happiness,happy,,,8.236125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M014.wav,iemocap,Ses01_M,male,neutral,neutral,,,2.2618125
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M016.wav,iemocap,Ses01_M,male,excited,happy,,,2.74
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M018.wav,iemocap,Ses01_M,male,excited,happy,,,4.86
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M019.wav,iemocap,Ses01_M,male,happiness,happy,,,2.86
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M020.wav,iemocap,Ses01_M,male,sadness,sad,,,3.9499375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M021.wav,iemocap,Ses01_M,male,sadness,sad,,,3.8899375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M022.wav,iemocap,Ses01_M,male,sadness,sad,,,8.7799375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M023.wav,iemocap,Ses01_M,male,sadness,sad,,,2.985875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M024.wav,iemocap,Ses01_M,male,sadness,sad,,,4.6189375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M025.wav,iemocap,Ses01_M,male,sadness,sad,,,5.523625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M026.wav,iemocap,Ses01_M,male,sadness,sad,,,2.7699375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M027.wav,iemocap,Ses01_M,male,sadness,sad,,,2.85
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M028.wav,iemocap,Ses01_M,male,sadness,sad,,,13.85075
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M029.wav,iemocap,Ses01_M,male,sadness,sad,,,12.2925
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M030.wav,iemocap,Ses01_M,male,sadness,sad,,,6.3825
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M031.wav,iemocap,Ses01_M,male,sadness,sad,,,10.49
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M032.wav,iemocap,Ses01_M,male,sadness,sad,,,23.8589375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M033.wav,iemocap,Ses01_M,male,sadness,sad,,,9.455
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M034.wav,iemocap,Ses01_M,male,sadness,sad,,,14.25
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M035.wav,iemocap,Ses01_M,male,sadness,sad,,,8.0061875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M036.wav,iemocap,Ses01_M,male,sadness,sad,,,8.3401875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M037.wav,iemocap,Ses01_M,male,sadness,sad,,,8.0599375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M038.wav,iemocap,Ses01_M,male,sadness,sad,,,13.4699375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M039.wav,iemocap,Ses01_M,male,sadness,sad,,,8.0291875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M040.wav,iemocap,Ses01_M,male,sadness,sad,,,10.43
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M041.wav,iemocap,Ses01_M,male,sadness,sad,,,3.4499375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M043.wav,iemocap,Ses01_M,male,happiness,happy,,,3.6911875
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_1\Ses01M_script02_1_F001.wav,iemocap,Ses01_F,female,frustration,frustration,,,1.73
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_1\Ses01M_script02_1_F002.wav,iemocap,Ses01_F,female,surprise,surprise,,,1.97
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_1\Ses01M_script02_1_F005.wav,iemocap,Ses01_F,female,anger,angry,,,4.6899375
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_1\Ses01M_script02_1_F007.wav,iemocap,Ses01_F,female,neutral,neutral,,,1.28
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_1\Ses01M_script02_1_F008.wav,iemocap,Ses01_F,female,neutral,neutral,,,1.745
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_1\Ses01M_script02_1_F009.wav,iemocap,Ses01_F,female,happiness,happy,,,2.28
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_1\Ses01M_script02_1_F010.wav,iemocap,Ses01_F,female,frustration,frustration,,,1.9225625
D:\CodeStuff\EMOTION-AI-RESEARCH\audio\datasets\iemocap\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_1\Ses01M_script02_1_F011.wav,iemocap,Ses01_F,female,frustration,frustration,,,2.8349375
